set,image,mosaic,image_fn,mosaic_fn,mosaiced_fn,method,n,alpha,kappa,usm,demosaic_fn,PSNRAll,PSNRGray,PSNRR,PSNRG,PSNRB,SSIMAll,SSIMGray,SSIMR,SSIMG,SSIMB
IMAX,07.png,bayer,../images/imagesIMAX/McM/07.tif,../images/mosaics/bayermosaicIMAX.mat,../images/imagesIMAX/mosaicedMcM/bayerrawmcm07.tiff,ani,50,0.24,3.0,1.0,../images_demosaiced/IMAX_07.png_bayer_ani_n050_k3_u1.png,3.824500e+01,4.128544e+01,3.784288e+01,4.092425e+01,3.689882e+01,3.824500e+01,4.128544e+01,3.784288e+01,4.092425e+01,3.689882e+01
IMAX,07.png,bayer,../images/imagesIMAX/McM/07.tif,../images/mosaics/bayermosaicIMAX.mat,../images/imagesIMAX/mosaicedMcM/bayerrawmcm07.tiff,aniL,50,0.24,4.0,0.0,../images_demosaiced/IMAX_07.png_bayer_aniL_n050_k4_u0.png,3.579008e+01,3.768069e+01,3.516951e+01,3.807303e+01,3.480284e+01,3.579008e+01,3.768069e+01,3.516951e+01,3.807303e+01,3.480284e+01
IMAX,07.png,bayer,../images/imagesIMAX/McM/07.tif,../images/mosaics/bayermosaicIMAX.mat,../images/imagesIMAX/mosaicedMcM/bayerrawmcm07.tiff,aniL,50,0.24,3.0,1.0,../images_demosaiced/IMAX_07.png_bayer_aniL_n050_k3_u1.png,3.562827e+01,3.745919e+01,3.497762e+01,3.793518e+01,3.465754e+01,3.562827e+01,3.745919e+01,3.497762e+01,3.793518e+01,3.465754e+01
IMAX,07.png,bayer,../images/imagesIMAX/McM/07.tif,../images/mosaics/bayermosaicIMAX.mat,../images/imagesIMAX/mosaicedMcM/bayerrawmcm07.tiff,nonlin,200,0.24,4.0,,../images_demosaiced/IMAX_07.png_bayer_nonlin_n200_k4.png,3.803600e+01,4.078439e+01,3.756627e+01,3.983914e+01,3.715267e+01,3.803600e+01,4.078439e+01,3.756627e+01,3.983914e+01,3.715267e+01
IMAX,07.png,bayer,../images/imagesIMAX/McM/07.tif,../images/mosaics/bayermosaicIMAX.mat,../images/imagesIMAX/mosaicedMcM/bayerrawmcm07.tiff,nonlin,100,0.24,3.0,,../images_demosaiced/IMAX_07.png_bayer_nonlin_n100_k3.png,3.708580e+01,3.975355e+01,3.655196e+01,3.917139e+01,3.611475e+01,3.708580e+01,3.975355e+01,3.655196e+01,3.917139e+01,3.611475e+01
IMAX,07.png,bayer,../images/imagesIMAX/McM/07.tif,../images/mosaics/bayermosaicIMAX.mat,../images/imagesIMAX/mosaicedMcM/bayerrawmcm07.tiff,nonlin,100,0.24,2.0,,../images_demosaiced/IMAX_07.png_bayer_nonlin_n100_k2.png,3.623762e+01,3.851903e+01,3.560531e+01,3.845431e+01,3.529282e+01,3.623762e+01,3.851903e+01,3.560531e+01,3.845431e+01,3.529282e+01
IMAX,08.png,bayer,../images/imagesIMAX/McM/08.tif,../images/mosaics/bayermosaicIMAX.mat,../images/imagesIMAX/mosaicedMcM/bayerrawmcm08.tiff,iso,50,0.24,,,../images_demosaiced/IMAX_08.png_bayer_iso_n050.png,3.745709e+01,3.848405e+01,3.637997e+01,4.001513e+01,3.679890e+01,3.745709e+01,3.848405e+01,3.637997e+01,4.001513e+01,3.679890e+01
IMAX,08.png,bayer,../images/imagesIMAX/McM/08.tif,../images/mosaics/bayermosaicIMAX.mat,../images/imagesIMAX/mosaicedMcM/bayerrawmcm08.tiff,ani,50,0.24,4.0,0.0,../images_demosaiced/IMAX_08.png_bayer_ani_n050_k4_u0.png,4.017184e+01,4.294226e+01,3.918441e+01,4.329145e+01,3.917799e+01,4.017184e+01,4.294226e+01,3.918441e+01,4.329145e+01,3.917799e+01
IMAX,08.png,bayer,../images/imagesIMAX/McM/08.tif,../images/mosaics/bayermosaicIMAX.mat,../images/imagesIMAX/mosaicedMcM/bayerrawmcm08.tiff,ani,50,0.24,3.0,1.0,../images_demosaiced/IMAX_08.png_bayer_ani_n050_k3_u1.png,4.071435e+01,4.374407e+01,3.946230e+01,4.414756e+01,3.987844e+01,4.071435e+01,4.374407e+01,3.946230e+01,4.414756e+01,3.987844e+01
IMAX,08.png,bayer,../images/imagesIMAX/McM/08.tif,../images/mosaics/bayermosaicIMAX.mat,../images/imagesIMAX/mosaicedMcM/bayerrawmcm08.tiff,aniL,50,0.24,4.0,0.0,../images_demosaiced/IMAX_08.png_bayer_aniL_n050_k4_u0.png,3.860670e+01,4.066957e+01,3.735199e+01,4.169677e+01,3.790954e+01,3.860670e+01,4.066957e+01,3.735199e+01,4.169677e+01,3.790954e+01
IMAX,08.png,bayer,../images/imagesIMAX/McM/08.tif,../images/mosaics/bayermosaicIMAX.mat,../images/imagesIMAX/mosaicedMcM/bayerrawmcm08.tiff,aniL,50,0.24,3.0,1.0,../images_demosaiced/IMAX_08.png_bayer_aniL_n050_k3_u1.png,3.825900e+01,4.017009e+01,3.693304e+01,4.142635e+01,3.761176e+01,3.825900e+01,4.017009e+01,3.693304e+01,4.142635e+01,3.761176e+01
IMAX,08.png,bayer,../images/imagesIMAX/McM/08.tif,../images/mosaics/bayermosaicIMAX.mat,../images/imagesIMAX/mosaicedMcM/bayerrawmcm08.tiff,nonlin,200,0.24,4.0,,../images_demosaiced/IMAX_08.png_bayer_nonlin_n200_k4.png,4.001335e+01,4.241437e+01,3.891500e+01,4.224892e+01,3.954217e+01,4.001335e+01,4.241437e+01,3.891500e+01,4.224892e+01,3.954217e+01
IMAX,08.png,bayer,../images/imagesIMAX/McM/08.tif,../images/mosaics/bayermosaicIMAX.mat,../images/imagesIMAX/mosaicedMcM/bayerrawmcm08.tiff,nonlin,100,0.24,3.0,,../images_demosaiced/IMAX_08.png_bayer_nonlin_n100_k3.png,3.951750e+01,4.190691e+01,3.832610e+01,4.192849e+01,3.906283e+01,3.951750e+01,4.190691e+01,3.832610e+01,4.192849e+01,3.906283e+01
IMAX,08.png,bayer,../images/imagesIMAX/McM/08.tif,../images/mosaics/bayermosaicIMAX.mat,../images/imagesIMAX/mosaicedMcM/bayerrawmcm08.tiff,nonlin,100,0.24,2.0,,../images_demosaiced/IMAX_08.png_bayer_nonlin_n100_k2.png,3.873533e+01,4.077517e+01,3.739972e+01,4.123951e+01,3.840861e+01,3.873533e+01,4.077517e+01,3.739972e+01,4.123951e+01,3.840861e+01
IMAX,09.png,bayer,../images/imagesIMAX/McM/09.tif,../images/mosaics/bayermosaicIMAX.mat,../images/imagesIMAX/mosaicedMcM/bayerrawmcm09.tiff,iso,50,0.24,,,../images_demosaiced/IMAX_09.png_bayer_iso_n050.png,3.727691e+01,3.909921e+01,3.576830e+01,4.066765e+01,3.675923e+01,3.727691e+01,3.909921e+01,3.576830e+01,4.066765e+01,3.675923e+01
IMAX,09.png,bayer,../images/imagesIMAX/McM/09.tif,../images/mosaics/bayermosaicIMAX.mat,../images/imagesIMAX/mosaicedMcM/bayerrawmcm09.tiff,ani,50,0.24,4.0,0.0,../images_demosaiced/IMAX_09.png_bayer_ani_n050_k4_u0.png,4.001494e+01,4.324881e+01,3.855244e+01,4.358318e+01,3.937079e+01,4.001494e+01,4.324881e+01,3.855244e+01,4.358318e+01,3.937079e+01
IMAX,09.png,bayer,../images/imagesIMAX/McM/09.tif,../images/mosaics/bayermosaicIMAX.mat,../images/imagesIMAX/mosaicedMcM/bayerrawmcm09.tiff,ani,50,0.24,3.0,1.0,../images_demosaiced/IMAX_09.png_bayer_ani_n050_k3_u1.png,4.000916e+01,4.306236e+01,3.824370e+01,4.348721e+01,3.979942e+01,4.000916e+01,4.306236e+01,3.824370e+01,4.348721e+01,3.979942e+01
IMAX,09.png,bayer,../images/imagesIMAX/McM/09.tif,../images/mosaics/bayermosaicIMAX.mat,../images/imagesIMAX/mosaicedMcM/bayerrawmcm09.tiff,aniL,50,0.24,4.0,0.0,../images_demosaiced/IMAX_09.png_bayer_aniL_n050_k4_u0.png,3.866734e+01,4.148847e+01,3.689360e+01,4.277169e+01,3.822622e+01,3.866734e+01,4.148847e+01,3.689360e+01,4.277169e+01,3.822622e+01
IMAX,09.png,bayer,../images/imagesIMAX/McM/09.tif,../images/mosaics/bayermosaicIMAX.mat,../images/imagesIMAX/mosaicedMcM/bayerrawmcm09.tiff,aniL,50,0.24,3.0,1.0,../images_demosaiced/IMAX_09.png_bayer_aniL_n050_k3_u1.png,3.806306e+01,4.069925e+01,3.628801e+01,4.223288e+01,3.760098e+01,3.806306e+01,4.069925e+01,3.628801e+01,4.223288e+01,3.760098e+01
IMAX,09.png,bayer,../images/imagesIMAX/McM/09.tif,../images/mosaics/bayermosaicIMAX.mat,../images/imagesIMAX/mosaicedMcM/bayerrawmcm09.tiff,nonlin,200,0.24,4.0,,../images_demosaiced/IMAX_09.png_bayer_nonlin_n200_k4.png,3.881046e+01,4.040636e+01,3.705691e+01,4.119010e+01,3.915187e+01,3.881046e+01,4.040636e+01,3.705691e+01,4.119010e+01,3.915187e+01
IMAX,09.png,bayer,../images/imagesIMAX/McM/09.tif,../images/mosaics/bayermosaicIMAX.mat,../images/imagesIMAX/mosaicedMcM/bayerrawmcm09.tiff,nonlin,100,0.24,3.0,,../images_demosaiced/IMAX_09.png_bayer_nonlin_n100_k3.png,3.900247e+01,4.089057e+01,3.721308e+01,4.163416e+01,3.925007e+01,3.900247e+01,4.089057e+01,3.721308e+01,4.163416e+01,3.925007e+01
IMAX,09.png,bayer,../images/imagesIMAX/McM/09.tif,../images/mosaics/bayermosaicIMAX.mat,../images/imagesIMAX/mosaicedMcM/bayerrawmcm09.tiff,nonlin,100,0.24,2.0,,../images_demosaiced/IMAX_09.png_bayer_nonlin_n100_k2.png,3.870608e+01,4.072002e+01,3.689804e+01,4.162701e+01,3.882390e+01,3.870608e+01,4.072002e+01,3.689804e+01,4.162701e+01,3.882390e+01
IMAX,10.png,bayer,../images/imagesIMAX/McM/10.tif,../images/mosaics/bayermosaicIMAX.mat,../images/imagesIMAX/mosaicedMcM/bayerrawmcm10.tiff,iso,50,0.24,,,../images_demosaiced/IMAX_10.png_bayer_iso_n050.png,3.835416e+01,4.137491e+01,3.750007e+01,4.202047e+01,3.704193e+01,3.835416e+01,4.137491e+01,3.750007e+01,4.202047e+01,3.704193e+01
IMAX,10.png,bayer,../images/imagesIMAX/McM/10.tif,../images/mosaics/bayermosaicIMAX.mat,../images/imagesIMAX/mosaicedMcM/bayerrawmcm10.tiff,ani,50,0.24,4.0,0.0,../images_demosaiced/IMAX_10.png_bayer_ani_n050_k4_u0.png,4.109023e+01,4.513172e+01,4.055744e+01,4.493437e+01,3.945615e+01,4.109023e+01,4.513172e+01,4.055744e+01,4.493437e+01,3.945615e+01
IMAX,10.png,bayer,../images/imagesIMAX/McM/10.tif,../images/mosaics/bayermosaicIMAX.mat,../images/imagesIMAX/mosaicedMcM/bayerrawmcm10.tiff,ani,50,0.24,3.0,1.0,../images_demosaiced/IMAX_10.png_bayer_ani_n050_k3_u1.png,4.069252e+01,4.456327e+01,3.981786e+01,4.455317e+01,3.933865e+01,4.069252e+01,4.456327e+01,3.981786e+01,4.455317e+01,3.933865e+01
IMAX,10.png,bayer,../images/imagesIMAX/McM/10.tif,../images/mosaics/bayermosaicIMAX.mat,../images/imagesIMAX/mosaicedMcM/bayerrawmcm10.tiff,aniL,50,0.24,4.0,0.0,../images_demosaiced/IMAX_10.png_bayer_aniL_n050_k4_u0.png,3.894979e+01,4.236406e+01,3.807090e+01,4.297751e+01,3.755062e+01,3.894979e+01,4.236406e+01,3.807090e+01,4.297751e+01,3.755062e+01
IMAX,10.png,bayer,../images/imagesIMAX/McM/10.tif,../images/mosaics/bayermosaicIMAX.mat,../images/imagesIMAX/mosaicedMcM/bayerrawmcm10.tiff,aniL,50,0.24,3.0,1.0,../images_demosaiced/IMAX_10.png_bayer_aniL_n050_k3_u1.png,3.860662e+01,4.189873e+01,3.770232e+01,4.260104e+01,3.723975e+01,3.860662e+01,4.189873e+01,3.770232e+01,4.260104e+01,3.723975e+01
IMAX,10.png,bayer,../images/imagesIMAX/McM/10.tif,../images/mosaics/bayermosaicIMAX.mat,../images/imagesIMAX/mosaicedMcM/bayerrawmcm10.tiff,nonlin,200,0.24,4.0,,../images_demosaiced/IMAX_10.png_bayer_nonlin_n200_k4.png,3.883827e+01,4.122518e+01,3.790788e+01,4.138777e+01,3.802796e+01,3.883827e+01,4.122518e+01,3.790788e+01,4.138777e+01,3.802796e+01
IMAX,10.png,bayer,../images/imagesIMAX/McM/10.tif,../images/mosaics/bayermosaicIMAX.mat,../images/imagesIMAX/mosaicedMcM/bayerrawmcm10.tiff,nonlin,100,0.24,3.0,,../images_demosaiced/IMAX_10.png_bayer_nonlin_n100_k3.png,3.880441e+01,4.154478e+01,3.788823e+01,4.182535e+01,3.777883e+01,3.880441e+01,4.154478e+01,3.788823e+01,4.182535e+01,3.777883e+01
IMAX,10.png,bayer,../images/imagesIMAX/McM/10.tif,../images/mosaics/bayermosaicIMAX.mat,../images/imagesIMAX/mosaicedMcM/bayerrawmcm10.tiff,nonlin,100,0.24,2.0,,../images_demosaiced/IMAX_10.png_bayer_nonlin_n100_k2.png,3.877186e+01,4.160048e+01,3.782598e+01,4.218105e+01,3.763061e+01,3.877186e+01,4.160048e+01,3.782598e+01,4.218105e+01,3.763061e+01
IMAX,11.png,bayer,../images/imagesIMAX/McM/11.tif,../images/mosaics/bayermosaicIMAX.mat,../images/imagesIMAX/mosaicedMcM/bayerrawmcm11.tiff,iso,50,0.24,,,../images_demosaiced/IMAX_11.png_bayer_iso_n050.png,3.948535e+01,4.177301e+01,3.784457e+01,4.192044e+01,3.961713e+01,3.948535e+01,4.177301e+01,3.784457e+01,4.192044e+01,3.961713e+01
IMAX,11.png,bayer,../images/imagesIMAX/McM/11.tif,../images/mosaics/bayermosaicIMAX.mat,../images/imagesIMAX/mosaicedMcM/bayerrawmcm11.tiff,ani,50,0.24,4.0,0.0,../images_demosaiced/IMAX_11.png_bayer_ani_n050_k4_u0.png,4.170709e+01,4.457196e+01,4.067306e+01,4.385399e+01,4.121027e+01,4.170709e+01,4.457196e+01,4.067306e+01,4.385399e+01,4.121027e+01
IMAX,11.png,bayer,../images/imagesIMAX/McM/11.tif,../images/mosaics/bayermosaicIMAX.mat,../images/imagesIMAX/mosaicedMcM/bayerrawmcm11.tiff,ani,50,0.24,3.0,1.0,../images_demosaiced/IMAX_11.png_bayer_ani_n050_k3_u1.png,4.135546e+01,4.414680e+01,3.998778e+01,4.363304e+01,4.119365e+01,4.135546e+01,4.414680e+01,3.998778e+01,4.363304e+01,4.119365e+01
IMAX,11.png,bayer,../images/imagesIMAX/McM/11.tif,../images/mosaics/bayermosaicIMAX.mat,../images/imagesIMAX/mosaicedMcM/bayerrawmcm11.tiff,aniL,50,0.24,4.0,0.0,../images_demosaiced/IMAX_11.png_bayer_aniL_n050_k4_u0.png,3.994944e+01,4.248362e+01,3.831740e+01,4.253747e+01,3.998083e+01,3.994944e+01,4.248362e+01,3.831740e+01,4.253747e+01,3.998083e+01
IMAX,11.png,bayer,../images/imagesIMAX/McM/11.tif,../images/mosaics/bayermosaicIMAX.mat,../images/imagesIMAX/mosaicedMcM/bayerrawmcm11.tiff,aniL,50,0.24,3.0,1.0,../images_demosaiced/IMAX_11.png_bayer_aniL_n050_k3_u1.png,3.968543e+01,4.214502e+01,3.800945e+01,4.229180e+01,3.977177e+01,3.968543e+01,4.214502e+01,3.800945e+01,4.229180e+01,3.977177e+01
IMAX,11.png,bayer,../images/imagesIMAX/McM/11.tif,../images/mosaics/bayermosaicIMAX.mat,../images/imagesIMAX/mosaicedMcM/bayerrawmcm11.tiff,nonlin,200,0.24,4.0,,../images_demosaiced/IMAX_11.png_bayer_nonlin_n200_k4.png,3.999144e+01,4.152965e+01,3.857497e+01,4.105932e+01,4.078833e+01,3.999144e+01,4.152965e+01,3.857497e+01,4.105932e+01,4.078833e+01
IMAX,11.png,bayer,../images/imagesIMAX/McM/11.tif,../images/mosaics/bayermosaicIMAX.mat,../images/imagesIMAX/mosaicedMcM/bayerrawmcm11.tiff,nonlin,100,0.24,3.0,,../images_demosaiced/IMAX_11.png_bayer_nonlin_n100_k3.png,4.006625e+01,4.200180e+01,3.849259e+01,4.179422e+01,4.056476e+01,4.006625e+01,4.200180e+01,3.849259e+01,4.179422e+01,4.056476e+01
IMAX,11.png,bayer,../images/imagesIMAX/McM/11.tif,../images/mosaics/bayermosaicIMAX.mat,../images/imagesIMAX/mosaicedMcM/bayerrawmcm11.tiff,nonlin,100,0.24,2.0,,../images_demosaiced/IMAX_11.png_bayer_nonlin_n100_k2.png,4.003520e+01,4.230598e+01,3.839703e+01,4.234994e+01,4.023539e+01,4.003520e+01,4.230598e+01,3.839703e+01,4.234994e+01,4.023539e+01
IMAX,12.png,bayer,../images/imagesIMAX/McM/12.tif,../images/mosaics/bayermosaicIMAX.mat,../images/imagesIMAX/mosaicedMcM/bayerrawmcm12.tiff,iso,50,0.24,,,../images_demosaiced/IMAX_12.png_bayer_iso_n050.png,3.842799e+01,3.965241e+01,3.798614e+01,4.057265e+01,3.734702e+01,3.842799e+01,3.965241e+01,3.798614e+01,4.057265e+01,3.734702e+01
IMAX,12.png,bayer,../images/imagesIMAX/McM/12.tif,../images/mosaics/bayermosaicIMAX.mat,../images/imagesIMAX/mosaicedMcM/bayerrawmcm12.tiff,ani,50,0.24,4.0,0.0,../images_demosaiced/IMAX_12.png_bayer_ani_n050_k4_u0.png,4.150235e+01,4.463302e+01,4.175569e+01,4.418451e+01,3.969129e+01,4.150235e+01,4.463302e+01,4.175569e+01,4.418451e+01,3.969129e+01
IMAX,12.png,bayer,../images/imagesIMAX/McM/12.tif,../images/mosaics/bayermosaicIMAX.mat,../images/imagesIMAX/mosaicedMcM/bayerrawmcm12.tiff,ani,50,0.24,3.0,1.0,../images_demosaiced/IMAX_12.png_bayer_ani_n050_k3_u1.png,4.159451e+01,4.477080e+01,4.181754e+01,4.420541e+01,3.982812e+01,4.159451e+01,4.477080e+01,4.181754e+01,4.420541e+01,3.982812e+01
IMAX,12.png,bayer,../images/imagesIMAX/McM/12.tif,../images/mosaics/bayermosaicIMAX.mat,../images/imagesIMAX/mosaicedMcM/bayerrawmcm12.tiff,aniL,50,0.24,4.0,0.0,../images_demosaiced/IMAX_12.png_bayer_aniL_n050_k4_u0.png,3.936657e+01,4.124528e+01,3.898849e+01,4.185079e+01,3.808047e+01,3.936657e+01,4.124528e+01,3.898849e+01,4.185079e+01,3.808047e+01
IMAX,12.png,bayer,../images/imagesIMAX/McM/12.tif,../images/mosaics/bayermosaicIMAX.mat,../images/imagesIMAX/mosaicedMcM/bayerrawmcm12.tiff,aniL,50,0.24,3.0,1.0,../images_demosaiced/IMAX_12.png_bayer_aniL_n050_k3_u1.png,3.898134e+01,4.074089e+01,3.853695e+01,4.147908e+01,3.774405e+01,3.898134e+01,4.074089e+01,3.853695e+01,4.147908e+01,3.774405e+01
IMAX,12.png,bayer,../images/imagesIMAX/McM/12.tif,../images/mosaics/bayermosaicIMAX.mat,../images/imagesIMAX/mosaicedMcM/bayerrawmcm12.tiff,nonlin,200,0.24,4.0,,../images_demosaiced/IMAX_12.png_bayer_nonlin_n200_k4.png,4.047651e+01,4.305347e+01,4.051113e+01,4.240403e+01,3.912084e+01,4.047651e+01,4.305347e+01,4.051113e+01,4.240403e+01,3.912084e+01
IMAX,12.png,bayer,../images/imagesIMAX/McM/12.tif,../images/mosaics/bayermosaicIMAX.mat,../images/imagesIMAX/mosaicedMcM/bayerrawmcm12.tiff,nonlin,100,0.24,3.0,,../images_demosaiced/IMAX_12.png_bayer_nonlin_n100_k3.png,4.015170e+01,4.263238e+01,4.011523e+01,4.201464e+01,3.887943e+01,4.015170e+01,4.263238e+01,4.011523e+01,4.201464e+01,3.887943e+01
IMAX,12.png,bayer,../images/imagesIMAX/McM/12.tif,../images/mosaics/bayermosaicIMAX.mat,../images/imagesIMAX/mosaicedMcM/bayerrawmcm12.tiff,nonlin,100,0.24,2.0,,../images_demosaiced/IMAX_12.png_bayer_nonlin_n100_k2.png,3.953633e+01,4.159696e+01,3.931645e+01,4.148322e+01,3.836577e+01,3.953633e+01,4.159696e+01,3.931645e+01,4.148322e+01,3.836577e+01
IMAX,13.png,bayer,../images/imagesIMAX/McM/13.tif,../images/mosaics/bayermosaicIMAX.mat,../images/imagesIMAX/mosaicedMcM/bayerrawmcm13.tiff,iso,50,0.24,,,../images_demosaiced/IMAX_13.png_bayer_iso_n050.png,4.093310e+01,4.412542e+01,4.039352e+01,4.476705e+01,3.930720e+01,4.093310e+01,4.412542e+01,4.039352e+01,4.476705e+01,3.930720e+01
IMAX,13.png,bayer,../images/imagesIMAX/McM/13.tif,../images/mosaics/bayermosaicIMAX.mat,../images/imagesIMAX/mosaicedMcM/bayerrawmcm13.tiff,ani,50,0.24,4.0,0.0,../images_demosaiced/IMAX_13.png_bayer_ani_n050_k4_u0.png,4.370845e+01,4.830093e+01,4.444136e+01,4.785005e+01,4.122884e+01,4.370845e+01,4.830093e+01,4.444136e+01,4.785005e+01,4.122884e+01
IMAX,13.png,bayer,../images/imagesIMAX/McM/13.tif,../images/mosaics/bayermosaicIMAX.mat,../images/imagesIMAX/mosaicedMcM/bayerrawmcm13.tiff,ani,50,0.24,3.0,1.0,../images_demosaiced/IMAX_13.png_bayer_ani_n050_k3_u1.png,4.383835e+01,4.833426e+01,4.467450e+01,4.762249e+01,4.139128e+01,4.383835e+01,4.833426e+01,4.467450e+01,4.762249e+01,4.139128e+01
IMAX,13.png,bayer,../images/imagesIMAX/McM/13.tif,../images/mosaics/bayermosaicIMAX.mat,../images/imagesIMAX/mosaicedMcM/bayerrawmcm13.tiff,aniL,50,0.24,4.0,0.0,../images_demosaiced/IMAX_13.png_bayer_aniL_n050_k4_u0.png,4.220266e+01,4.626785e+01,4.189436e+01,4.674907e+01,4.022879e+01,4.220266e+01,4.626785e+01,4.189436e+01,4.674907e+01,4.022879e+01
IMAX,13.png,bayer,../images/imagesIMAX/McM/13.tif,../images/mosaics/bayermosaicIMAX.mat,../images/imagesIMAX/mosaicedMcM/bayerrawmcm13.tiff,aniL,50,0.24,3.0,1.0,../images_demosaiced/IMAX_13.png_bayer_aniL_n050_k3_u1.png,4.164243e+01,4.545527e+01,4.114573e+01,4.608225e+01,3.982665e+01,4.164243e+01,4.545527e+01,4.114573e+01,4.608225e+01,3.982665e+01
IMAX,13.png,bayer,../images/imagesIMAX/McM/13.tif,../images/mosaics/bayermosaicIMAX.mat,../images/imagesIMAX/mosaicedMcM/bayerrawmcm13.tiff,nonlin,200,0.24,4.0,,../images_demosaiced/IMAX_13.png_bayer_nonlin_n200_k4.png,4.313547e+01,4.630813e+01,4.370038e+01,4.540421e+01,4.129175e+01,4.313547e+01,4.630813e+01,4.370038e+01,4.540421e+01,4.129175e+01
IMAX,13.png,bayer,../images/imagesIMAX/McM/13.tif,../images/mosaics/bayermosaicIMAX.mat,../images/imagesIMAX/mosaicedMcM/bayerrawmcm13.tiff,nonlin,100,0.24,3.0,,../images_demosaiced/IMAX_13.png_bayer_nonlin_n100_k3.png,4.282986e+01,4.592073e+01,4.293077e+01,4.531513e+01,4.119015e+01,4.282986e+01,4.592073e+01,4.293077e+01,4.531513e+01,4.119015e+01
IMAX,13.png,bayer,../images/imagesIMAX/McM/13.tif,../images/mosaics/bayermosaicIMAX.mat,../images/imagesIMAX/mosaicedMcM/bayerrawmcm13.tiff,nonlin,100,0.24,2.0,,../images_demosaiced/IMAX_13.png_bayer_nonlin_n100_k2.png,4.217184e+01,4.507955e+01,4.198466e+01,4.513056e+01,4.055820e+01,4.217184e+01,4.507955e+01,4.198466e+01,4.513056e+01,4.055820e+01
IMAX,14.png,bayer,../images/imagesIMAX/McM/14.tif,../images/mosaics/bayermosaicIMAX.mat,../images/imagesIMAX/mosaicedMcM/bayerrawmcm14.tiff,iso,50,0.24,,,../images_demosaiced/IMAX_14.png_bayer_iso_n050.png,3.988114e+01,4.261457e+01,3.912459e+01,4.320612e+01,3.859504e+01,3.988114e+01,4.261457e+01,3.912459e+01,4.320612e+01,3.859504e+01
IMAX,14.png,bayer,../images/imagesIMAX/McM/14.tif,../images/mosaics/bayermosaicIMAX.mat,../images/imagesIMAX/mosaicedMcM/bayerrawmcm14.tiff,ani,50,0.24,4.0,0.0,../images_demosaiced/IMAX_14.png_bayer_ani_n050_k4_u0.png,4.165697e+01,4.551086e+01,4.130366e+01,4.544954e+01,3.990282e+01,4.165697e+01,4.551086e+01,4.130366e+01,4.544954e+01,3.990282e+01
IMAX,14.png,bayer,../images/imagesIMAX/McM/14.tif,../images/mosaics/bayermosaicIMAX.mat,../images/imagesIMAX/mosaicedMcM/bayerrawmcm14.tiff,ani,50,0.24,3.0,1.0,../images_demosaiced/IMAX_14.png_bayer_ani_n050_k3_u1.png,4.153839e+01,4.529899e+01,4.108058e+01,4.533433e+01,3.986057e+01,4.153839e+01,4.529899e+01,4.108058e+01,4.533433e+01,3.986057e+01
IMAX,14.png,bayer,../images/imagesIMAX/McM/14.tif,../images/mosaics/bayermosaicIMAX.mat,../images/imagesIMAX/mosaicedMcM/bayerrawmcm14.tiff,aniL,50,0.24,4.0,0.0,../images_demosaiced/IMAX_14.png_bayer_aniL_n050_k4_u0.png,4.054509e+01,4.386787e+01,3.984736e+01,4.423357e+01,3.908999e+01,4.054509e+01,4.386787e+01,3.984736e+01,4.423357e+01,3.908999e+01
IMAX,14.png,bayer,../images/imagesIMAX/McM/14.tif,../images/mosaics/bayermosaicIMAX.mat,../images/imagesIMAX/mosaicedMcM/bayerrawmcm14.tiff,aniL,50,0.24,3.0,1.0,../images_demosaiced/IMAX_14.png_bayer_aniL_n050_k3_u1.png,4.023258e+01,4.343336e+01,3.947836e+01,4.392880e+01,3.882312e+01,4.023258e+01,4.343336e+01,3.947836e+01,4.392880e+01,3.882312e+01
IMAX,14.png,bayer,../images/imagesIMAX/McM/14.tif,../images/mosaics/bayermosaicIMAX.mat,../images/imagesIMAX/mosaicedMcM/bayerrawmcm14.tiff,nonlin,200,0.24,4.0,,../images_demosaiced/IMAX_14.png_bayer_nonlin_n200_k4.png,4.043466e+01,4.340305e+01,4.002315e+01,4.302210e+01,3.913299e+01,4.043466e+01,4.340305e+01,4.002315e+01,4.302210e+01,3.913299e+01
IMAX,14.png,bayer,../images/imagesIMAX/McM/14.tif,../images/mosaics/bayermosaicIMAX.mat,../images/imagesIMAX/mosaicedMcM/bayerrawmcm14.tiff,nonlin,100,0.24,3.0,,../images_demosaiced/IMAX_14.png_bayer_nonlin_n100_k3.png,4.054381e+01,4.361847e+01,3.999195e+01,4.337723e+01,3.926073e+01,4.054381e+01,4.361847e+01,3.999195e+01,4.337723e+01,3.926073e+01
IMAX,14.png,bayer,../images/imagesIMAX/McM/14.tif,../images/mosaics/bayermosaicIMAX.mat,../images/imagesIMAX/mosaicedMcM/bayerrawmcm14.tiff,nonlin,100,0.24,2.0,,../images_demosaiced/IMAX_14.png_bayer_nonlin_n100_k2.png,4.042859e+01,4.340347e+01,3.980778e+01,4.344641e+01,3.913427e+01,4.042859e+01,4.340347e+01,3.980778e+01,4.344641e+01,3.913427e+01
IMAX,15.png,bayer,../images/imagesIMAX/McM/15.tif,../images/mosaics/bayermosaicIMAX.mat,../images/imagesIMAX/mosaicedMcM/bayerrawmcm15.tiff,iso,50,0.24,,,../images_demosaiced/IMAX_15.png_bayer_iso_n050.png,3.995454e+01,4.261213e+01,3.840018e+01,4.328040e+01,3.952206e+01,3.995454e+01,4.261213e+01,3.840018e+01,4.328040e+01,3.952206e+01
